#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
hoa_shadow_op_tooltip;A shadow operation is underway. Results in 60 days.;Une operation secrete est en cours. Resultats dans 60 jours.;Eine Schattenoperation lauft. Ergebnisse in 60 Tagen.;;Una operacion en las sombras esta en marcha. Resultados en 60 dias.;;;;;;;;;x
hoa_disband_society_tooltip;Your secret society has been disbanded. Members are unhappy.;Votre societe secrete a ete dissoute. Les membres sont mecontents.;Eure Geheimgesellschaft wurde aufgelost.;;Tu sociedad secreta ha sido disuelta.;;;;;;;;;x
hoa_society.1.title;A New Order;Un Nouvel Ordre;Ein Neuer Orden;;Un Nuevo Orden;;;;;;;;;x
hoa_society.1.desc;Your secret society has been established. Now you must choose its purpose. What drives this organization?;Votre societe secrete a ete etablie. Vous devez maintenant choisir son objectif. Quel est le but de cette organisation?;Eure Geheimgesellschaft wurde gegrundet. Welchen Zweck soll sie verfolgen?;;Tu sociedad secreta ha sido establecida. Ahora debes elegir su proposito.;;;;;;;;;x
hoa_society.1.a;A Shadow Council - we shall pull the strings of power.;Un Conseil de l'Ombre - nous tirerons les ficelles du pouvoir.;Ein Schattenrat - wir werden die Faden der Macht ziehen.;;Un Consejo de la Sombra - tiraremos de los hilos del poder.;;;;;;;;;x
hoa_society.1.b;An Arcane Circle - we shall unlock forbidden knowledge.;Un Cercle Arcanique - nous deverrouillerons les savoirs interdits.;Ein Arkaner Zirkel - wir werden verbotenes Wissen entschlusseln.;;Un Circulo Arcano - desbloquearemos conocimiento prohibido.;;;;;;;;;x
hoa_society.1.c;A Trade Syndicate - we shall control the flow of gold.;Un Syndicat Commercial - nous controlerons le flux de l'or.;Ein Handelssyndikat - wir werden den Goldfluss kontrollieren.;;Un Sindicato Comercial - controlaremos el flujo de oro.;;;;;;;;;x
hoa_society_shadow_council_tooltip;Shadow Council: +15% plot power, political manipulation operations.;Conseil de l'Ombre: +15% pouvoir de complot, operations de manipulation politique.;Schattenrat: +15% Verschwörungsmacht, politische Manipulation.;;Consejo de la Sombra: +15% poder de complot, manipulacion politica.;;;;;;;;;x
hoa_society_arcane_circle_tooltip;Arcane Circle: magical discoveries, learning bonuses (requires magic class).;Cercle Arcanique: decouvertes magiques, bonus d'erudition (necessite une classe magique).;Arkaner Zirkel: magische Entdeckungen, Gelehrsamkeitsbonus.;;Circulo Arcano: descubrimientos magicos, bonificaciones de aprendizaje.;;;;;;;;;x
hoa_society_trade_syndicate_tooltip;Trade Syndicate: periodic gold windfalls, economic operations.;Syndicat Commercial: gains d'or periodiques, operations economiques.;Handelssyndikat: periodische Goldeinnahmen, wirtschaftliche Operationen.;;Sindicato Comercial: ganancias de oro periodicas, operaciones economicas.;;;;;;;;;x
hoa_society.10.title;Recruitment Attempt;Tentative de Recrutement;Rekrutierungsversuch;;Intento de Reclutamiento;;;;;;;;;x
hoa_society.10.desc;Your agents have identified a potential recruit for the society.;Vos agents ont identifie une recrue potentielle pour la societe.;Eure Agenten haben einen potenziellen Rekruten identifiziert.;;Tus agentes han identificado un recluta potencial.;;;;;;;;;x
hoa_society.10.a;Welcome them into the fold.;Accueillez-les dans nos rangs.;Heisst sie in unseren Reihen willkommen.;;Dadles la bienvenida a nuestras filas.;;;;;;;;;x
hoa_society.10.b;No suitable candidates found.;Aucun candidat convenable trouve.;Keine geeigneten Kandidaten gefunden.;;No se encontraron candidatos adecuados.;;;;;;;;;x
hoa_society.11.title;Targeted Recruitment;Recrutement Cible;Gezielte Rekrutierung;;Reclutamiento Dirigido;;;;;;;;;x
hoa_society.11.desc;You have approached a specific courtier about joining your secret society. Their reaction will depend on their personality and your persuasion.;Vous avez approche un courtisan specifique pour rejoindre votre societe secrete.;Ihr habt einen bestimmten Hoefling angesprochen, eurer Gesellschaft beizutreten.;;Has abordado a un cortesano especifico sobre unirse a tu sociedad secreta.;;;;;;;;;x
hoa_society.11.a;They have agreed to join us!;Ils ont accepte de nous rejoindre!;Sie haben zugestimmt, sich uns anzuschliessen!;;Han aceptado unirse a nosotros!;;;;;;;;;x
hoa_society.11.b;They politely refused.;Ils ont poliment refuse.;Sie haben hoflich abgelehnt.;;Han rechazado educadamente.;;;;;;;;;x
hoa_society.11.c;They have reported us to the authorities!;Ils nous ont denonces aux autorites!;Sie haben uns bei den Behorden gemeldet!;;Nos han denunciado ante las autoridades!;;;;;;;;;x
hoa_society.20.title;Shadow Operation Results;Resultats de l'Operation Secrete;Ergebnisse der Schattenoperation;;Resultados de la Operacion en las Sombras;;;;;;;;;x
hoa_society.20.desc;Your society's agents have completed their shadow operation. The results are in.;Les agents de votre societe ont termine leur operation secrete. Les resultats sont arrives.;Die Agenten eurer Gesellschaft haben ihre Operation abgeschlossen.;;Los agentes de tu sociedad han completado su operacion.;;;;;;;;;x
hoa_society.20.a;A brilliant success! Our rivals are weakened.;Un succes brillant! Nos rivaux sont affaiblis.;Ein glanzender Erfolg! Unsere Rivalen sind geschwacht.;;Un exito brillante! Nuestros rivales estan debilitados.;;;;;;;;;x
hoa_society.20.b;Good work. Some gains from the operation.;Bon travail. Quelques gains de l'operation.;Gute Arbeit. Einige Gewinne aus der Operation.;;Buen trabajo. Algunas ganancias de la operacion.;;;;;;;;;x
hoa_society.20.c;The operation failed. We gained nothing.;L'operation a echoue. Nous n'avons rien gagne.;Die Operation ist gescheitert.;;La operacion fracaso. No ganamos nada.;;;;;;;;;x
hoa_society.20.d;We have been exposed!;Nous avons ete decouverts!;Wir wurden entdeckt!;;Hemos sido descubiertos!;;;;;;;;;x
hoa_society.30.title;Society Exposed!;Societe Decouverte!;Gesellschaft aufgedeckt!;;Sociedad Descubierta!;;;;;;;;;x
hoa_society.30.desc;Your secret society has been discovered! Rumors are spreading about your clandestine activities. You must act quickly to contain the damage.;Votre societe secrete a ete decouverte! Des rumeurs se repandent sur vos activites clandestines.;Eure Geheimgesellschaft wurde entdeckt! Geruchte uber eure Aktivitaten verbreiten sich.;;Tu sociedad secreta ha sido descubierta! Los rumores sobre tus actividades clandestinas se extienden.;;;;;;;;;x
hoa_society.30.a;Deny everything. (Intrigue 16+);Niez tout. (Intrigue 16+);Leugnet alles. (Intrige 16+);;Negadlo todo. (Intriga 16+);;;;;;;;;x
hoa_society.30.b;Bribe the witnesses. (-300 gold);Soudoyez les temoins. (-300 or);Bestecht die Zeugen. (-300 Gold);;Sobornad a los testigos. (-300 oro);;;;;;;;;x
hoa_society.30.c;Accept the consequences.;Acceptez les consequences.;Akzeptiert die Konsequenzen.;;Aceptad las consecuencias.;;;;;;;;;x
hoa_society_denial_success_tooltip;Your denial was convincing. The rumors have died down.;Votre deni etait convaincant. Les rumeurs se sont tues.;Eure Leugnung war uberzeugend.;;Tu negacion fue convincente. Los rumores se han calmado.;;;;;;;;;x
hoa_society_bribe_success_tooltip;The witnesses have been silenced. Your secret is safe... for now.;Les temoins ont ete reduits au silence. Votre secret est sauf... pour l'instant.;Die Zeugen wurden zum Schweigen gebracht.;;Los testigos han sido silenciados. Tu secreto esta a salvo... por ahora.;;;;;;;;;x
hoa_society.40.title;Internal Struggle;Lutte Interne;Interner Machtkampf;;Lucha Interna;;;;;;;;;x
hoa_society.40.desc;A member of your secret society is growing ambitious and demands a larger role. How do you handle this challenge to your authority?;Un membre de votre societe secrete devient ambitieux et exige un role plus important.;Ein Mitglied eurer Gesellschaft wird ehrgeizig und verlangt eine grossere Rolle.;;Un miembro de tu sociedad secreta esta creciendo en ambicion y exige un papel mayor.;;;;;;;;;x
hoa_society.40.a;Promote them. We need capable leaders.;Promouvez-les. Nous avons besoin de leaders capables.;Befordert sie. Wir brauchen fahige Fuhrer.;;Promocionadlos. Necesitamos lideres capaces.;;;;;;;;;x
hoa_society.40.b;Refuse. I lead this society.;Refusez. C'est moi qui dirige cette societe.;Lehnt ab. Ich fuhre diese Gesellschaft.;;Rechazad. Yo dirijo esta sociedad.;;;;;;;;;x
hoa_society.40.c;Eliminate the troublemaker. (Intrigue 16+);Eliminez le fauteur de troubles. (Intrigue 16+);Beseitigt den Unruhestifter. (Intrige 16+);;Eliminad al alborotador. (Intriga 16+);;;;;;;;;x
hoa_society.50.title;Arcane Discovery;Decouverte Arcanique;Arkane Entdeckung;;Descubrimiento Arcano;;;;;;;;;x
hoa_society.50.desc;Your Arcane Circle has made a breakthrough! Through forbidden research and collaborative study, your mages have unlocked new understanding.;Votre Cercle Arcanique a fait une percee! Vos mages ont deverrouille de nouvelles connaissances.;Euer Arkaner Zirkel hat einen Durchbruch erzielt!;;Tu Circulo Arcano ha logrado un avance!;;;;;;;;;x
hoa_society.50.a;Knowledge is the greatest power.;Le savoir est le plus grand pouvoir.;Wissen ist die grosste Macht.;;El conocimiento es el mayor poder.;;;;;;;;;x
hoa_society.60.title;Trade Windfall;Manne Financiere;Handelsgewinn;;Ganancias Comerciales;;;;;;;;;x
hoa_society.60.desc;Your Trade Syndicate has completed a lucrative deal through its shadow network. The profits flow back to you.;Votre Syndicat Commercial a conclu un accord lucratif via son reseau clandestin.;Euer Handelssyndikat hat ein lukratives Geschaft abgeschlossen.;;Tu Sindicato Comercial ha completado un trato lucrativo.;;;;;;;;;x
hoa_society.60.a;Gold flows to those who seize opportunity.;L'or coule vers ceux qui saisissent l'opportunite.;Gold fliesst zu denen, die die Gelegenheit ergreifen.;;El oro fluye hacia quienes aprovechan la oportunidad.;;;;;;;;;x
hoa_opinion_gift_small;Small Gift;Petit Cadeau;Kleines Geschenk;;Pequeno Regalo;;;;;;;;;x
hoa_opinion_gift_moderate;Moderate Gift;Cadeau Modere;Moderates Geschenk;;Regalo Moderado;;;;;;;;;x
hoa_opinion_gift_generous;Generous Gift;Cadeau Genereux;Grosszugiges Geschenk;;Regalo Generoso;;;;;;;;;x
hoa_opinion_gift_royal;Royal Gift;Cadeau Royal;Konigliches Geschenk;;Regalo Real;;;;;;;;;x
hoa_opinion_gift_legendary;Legendary Gift;Cadeau Legendaire;Legendares Geschenk;;Regalo Legendario;;;;;;;;;x
hoa_opinion_robbed;Robbed Me;M'a Depouille;Beraubt;;Me Robo;;;;;;;;;x
hoa_opinion_confiscated;Confiscated My Goods;Biens Confisques;Beschlagnahmt;;Bienes Confiscados;;;;;;;;;x
opinion_merciful;Showed Mercy;A Montre de la Clemence;Gnade gezeigt;;Mostro Clemencia;;;;;;;;;x
hoa_opinion_caught_scheming;Caught Scheming;Pris en Complot;Beim Intrigieren erwischt;;Atrapado Conspirando;;;;;;;;;x
hoa_opinion_scandal;Scandalous Reputation;Reputation Scandaleuse;Skandaloser Ruf;;Reputacion Escandalosa;;;;;;;;;x
hoa_opinion_poisoner;Known Poisoner;Empoisonneur Connu;Bekannter Giftmischer;;Envenenador Conocido;;;;;;;;;x
hoa_opinion_blackmailed;Blackmailed;Victime de Chantage;Erpresst;;Chantajeado;;;;;;;;;x
hoa_opinion_coup_success;Seized Power;Prise de Pouvoir;Machtergreifung;;Toma de Poder;;;;;;;;;x
opinion_refused_duel;Refused a Duel;A Refuse un Duel;Duell abgelehnt;;Rechazo un Duelo;;;;;;;;;x
opinion_duel_victor;Defeated in Duel;Vaincu en Duel;Im Duell besiegt;;Derrotado en Duelo;;;;;;;;;x
opinion_hosted_summit;Hosted Diplomatic Summit;A Organise un Sommet;Diplomatengipfel ausgerichtet;;Organizo Cumbre Diplomatica;;;;;;;;;x
opinion_defensive_pact;Defensive Pact;Pacte Defensif;Verteidigungspakt;;Pacto Defensivo;;;;;;;;;x
opinion_sent_emissary;Sent Emissary;A Envoye un Emissaire;Gesandter geschickt;;Envio Emisario;;;;;;;;;x
opinion_generous_gift;Generous Gift;Cadeau Genereux;Grosszugiges Geschenk;;Regalo Generoso;;;;;;;;;x
opinion_grateful;Grateful;Reconnaissant;Dankbar;;Agradecido;;;;;;;;;x
hoa_opinion_appeased;Appeased;Apaise;Besanftigt;;Apaciguado;;;;;;;;;x
hoa_opinion_society_brother;Society Brother;Frere de la Societe;Gesellschaftsbruder;;Hermano de la Sociedad;;;;;;;;;x
hoa_opinion_society_betrayed;Society Betrayer;Traitre de la Societe;Gesellschaftsverrater;;Traidor de la Sociedad;;;;;;;;;x
hoa_opinion_embargo_imposed;Embargo Imposed;Embargo Impose;Embargo verhangt;;Embargo Impuesto;;;;;;;;;x
