hoa_enter_naxxramas_desc;Assault the floating necropolis of Naxxramas to face the Archlich Kel'Thuzad himself. Only legends survive this.;Assaut de la necropole flottante de Naxxramas pour affronter l'Archliche Kel'Thuzad en personne. Seules les legendes en survivent.;Die schwebende Nekropole Naxxramas sturmen. Nur Legenden uberleben dies.;;Asaltar la necropolis flotante Naxxramas. Solo las leyendas sobreviven.;;;;;;;;;x
hoa_must_control_shadowfang_tt;Must control Silverpine Forest (Shadowfang Keep);Doit controler la Foret des Pins-Argentes (Shadowfang Keep);Muss Silberwald kontrollieren;;Debe controlar el Bosque de Argenteos;;;;;;;;;x
hoa_must_control_tirisfal_tt;Must control Tirisfal Glades (Scarlet Monastery area);Doit controler les Clairires de Tirisfal (zone du Monastere Ecarlate);Muss Tirisfal kontrollieren;;Debe controlar Claros de Tirisfal;;;;;;;;;x
hoa_must_control_gnomeregan_tt;Must control Gnomeregan (Dun Morogh);Doit controler Gnomeregan (Dun Morogh);Muss Gnomeregan kontrollieren;;Debe controlar Gnomeregan;;;;;;;;;x
hoa_must_control_maraudon_tt;Must control Maraudon (Desolace);Doit controler Maraudon (Desolace);Muss Maraudon kontrollieren;;Debe controlar Maraudon;;;;;;;;;x
hoa_must_control_dire_maul_tt;Must control Eldre'thalas (Feralas);Doit controler Eldre'Thalas (Feralas);Muss Eldre'Thalas kontrollieren;;Debe controlar Eldre'thalas;;;;;;;;;x
hoa_must_control_stratholme_tt;Must control Stratholme (Eastern Plaguelands);Doit controler Stratholme (Maleterres de l'Est);Muss Stratholme kontrollieren;;Debe controlar Stratholme;;;;;;;;;x
hoa_must_control_caer_darrow_tt;Must control Caer Darrow (Scholomance island);Doit controler Caer Darrow (ile de Scholomance);Muss Caer Darrow kontrollieren;;Debe controlar Caer Darrow;;;;;;;;;x
hoa_must_control_blackrock_tt;Must control Blackrock Spire;Doit controler le Pic Blackrock;Muss Blackrock Spitze kontrollieren;;Debe controlar Cumbre de Roca Negra;;;;;;;;;x
hoa_must_control_zulgurub_tt;Must control Zul'Gurub (Stranglethorn Vale);Doit controler Zul'Gurub (Val de Strangleronce);Muss Zul'Gurub kontrollieren;;Debe controlar Zul'Gurub;;;;;;;;;x
hoa_must_control_blackrock_depths_tt;Must control Blackrock Depths;Doit controler les Profondeurs de Blackrock;Muss Blackrock Tiefen kontrollieren;;Debe controlar Profundidades de Roca Negra;;;;;;;;;x
hoa_must_control_blackrock_spire_tt;Must control Blackrock Spire;Doit controler le Pic Blackrock;Muss Blackrock Spitze kontrollieren;;Debe controlar Cumbre de Roca Negra;;;;;;;;;x
hoa_must_control_ahnqiraj_tt;Must control Ahn'Qiraj (Silithus);Doit controler Ahn'Qiraj (Silithus);Muss Ahn'Qiraj kontrollieren;;Debe controlar Ahn'Qiraj;;;;;;;;;x
hoa_must_reach_dragonblight_tt;Must have access to Dragonblight (Northrend);Doit avoir acces a la Desolation des dragons (Norfendre);Muss Zugang zum Drachenoden haben;;Debe tener acceso a Cementerio de Dragones;;;;;;;;;x
hoa_mc_warning_tt;WARNING: The Molten Core is extremely dangerous. Expect casualties.;ATTENTION: Le Coeur du Magma est extremement dangereux. Attendez-vous a des pertes.;WARNUNG: Extrem gefahrlich.;;ADVERTENCIA: Extremadamente peligroso.;;;;;;;;;x
hoa_bwl_warning_tt;WARNING: Blackwing Lair is nearly impossible. Only the strongest survive.;ATTENTION: Le Repaire de l'Aile Noire est quasi-impossible. Seuls les plus forts survivent.;WARNUNG: Fast unmoglich.;;ADVERTENCIA: Casi imposible.;;;;;;;;;x
hoa_aq_warning_tt;WARNING: C'Thun is an Old God. Many will die.;ATTENTION: C'Thun est un Dieu Tres Ancien. Beaucoup mourront.;WARNUNG: C'Thun ist ein Alter Gott.;;ADVERTENCIA: C'Thun es un Dios Antiguo.;;;;;;;;;x
hoa_naxx_warning_tt;WARNING: Naxxramas is almost certain death. Only legends survive.;ATTENTION: Naxxramas est presque une mort certaine. Seules les legendes en survivent.;WARNUNG: Naxxramas ist fast sicherer Tod.;;ADVERTENCIA: Naxxramas es muerte casi segura.;;;;;;;;;x
hoa_entering_shadowfang_tt;You gather your champions and enter the cursed keep...;Vous rassemblez vos champions et entrez dans le chateau maudit...;Ihr versammelt eure Champions...;;Reunis a tus campeones y entras...;;;;;;;;;x
hoa_hakkar_slayer;Slayer of Hakkar;Pourfendeur d'Hakkar;Bezwinger von Hakkar;;Asesino de Hakkar;;;;;;;;;x
hoa_cthun_slayer;Slayer of C'Thun;Pourfendeur de C'Thun;Bezwinger von C'Thun;;Asesino de C'Thun;;;;;;;;;x
hoa_shadowfang_cleared;Shadowfang Keep Cleared;Shadowfang Keep Nettoye;Shadowfang Keep gesaubert;;Shadowfang Keep Limpiado;;;;;;;;;x
hoa_scarlet_monastery_cleared;Scarlet Monastery Cleared;Monastere Ecarlate Nettoye;Scharlachrotes Kloster gesaubert;;Monasterio Escarlata Limpiado;;;;;;;;;x
hoa_gnomeregan_cleared;Gnomeregan Cleared;Gnomeregan Nettoye;Gnomeregan gesaubert;;Gnomeregan Limpiado;;;;;;;;;x
hoa_maraudon_cleared;Maraudon Cleared;Maraudon Nettoye;Maraudon gesaubert;;Maraudon Limpiado;;;;;;;;;x
hoa_dire_maul_cleared;Dire Maul Cleared;Hache-Tripes Nettoye;Dusterbruch gesaubert;;Dire Maul Limpiado;;;;;;;;;x
hoa_stratholme_cleared;Stratholme Cleared;Stratholme Nettoye;Stratholme gesaubert;;Stratholme Limpiado;;;;;;;;;x
hoa_scholomance_cleared;Scholomance Cleared;Scholomance Nettoyee;Scholomance gesaubert;;Scholomance Limpiado;;;;;;;;;x
hoa_ubrs_cleared;Blackrock Spire Cleared;Pic Blackrock Nettoye;Blackrock Spitze gesaubert;;Cumbre de Roca Negra Limpiado;;;;;;;;;x
